Column,Group,Subgroup,N,Mean,SAMPLE,POPULATION,STD,MSE,SS,TUKEY,SST,SSE,SSA,ALT_SSA,ALT_FTEST
difficulty_0,Male,A24,5,3.4,0.3,0.24,0.5477225575051661,0.24,1.2,0.06,2.391868512110727,1.2,1.1918685121107269,1.1918685121107269,0.3310745866974241
difficulty_0,Female,U24,6,2.5,0.7,0.5833333333333334,0.8366600265340756,0.5833333333333334,3.5,0.11666666666666665,4.517301038062283,3.5,1.0173010380622831,1.0173010380622831,0.0775086505190311
difficulty_0,Group_3,Group_3,19,2.8421052631578947,0.8070175438596492,0.7645429362880887,0.8983415518941831,0.7645429362880887,14.526315789473685,0.042474607571560484,14.618512110726643,14.526315789473685,0.09219632125295917,0.09219632125295917,0.0004701369038664047
difficulty_0,Group_4,Group_4,4,3.25,0.9166666666666666,0.6875,0.9574271077563381,0.6875,2.75,0.22916666666666666,3.207612456747405,2.75,0.4576124567474052,0.4576124567474052,0.07395756876725741
difficulty_0,Overall,all,34,2.911764705882353,0.7495543672014261,0.7275086505190312,0.8657680793384717,0.7275086505190312,24.73529411764706,0.022045716682394884,24.73529411764706,24.73529411764706,0.0,0.0,0.0
difficulty_1,Male,A24,5,2.8,0.7,0.5599999999999999,0.8366600265340756,0.5599999999999999,2.8,0.13999999999999999,3.5536332179930796,2.8,0.7536332179930794,0.7536332179930794,0.08971824023727135
difficulty_1,Female,U24,6,2.1666666666666665,0.5666666666666667,0.47222222222222215,0.752772652709081,0.47222222222222215,2.833333333333333,0.09444444444444444,3.193771626297577,2.833333333333333,0.36043829296424457,0.36043829296424457,0.033923604043693614
difficulty_1,Group_3,Group_3,19,2.210526315789474,1.0643274853801168,1.0083102493074791,1.0316624861746775,1.0083102493074791,19.157894736842103,0.05601723607263773,19.927335640138406,19.157894736842103,0.7694409032963004,0.7694409032963004,0.0029750462276413735
difficulty_1,Group_4,Group_4,4,3.25,0.9166666666666666,0.6875,0.9574271077563381,0.6875,2.75,0.22916666666666666,5.560553633217993,2.75,2.810553633217994,2.810553633217994,0.45423089021704954
difficulty_1,Overall,all,34,2.411764705882353,0.9768270944741533,0.9480968858131488,0.9883456351267775,0.9480968858131488,32.23529411764706,0.028730208661004508,32.23529411764706,32.23529411764706,0.0,0.0,0.0
difficulty_2,Male,A24,5,2.6,0.3,0.24,0.5477225575051661,0.24,1.2,0.06,1.25,1.2,0.050000000000000086,0.050000000000000086,0.013888888888888912
difficulty_2,Female,U24,6,3.1666666666666665,0.5666666666666667,0.47222222222222215,0.752772652709081,0.47222222222222215,2.833333333333333,0.09444444444444444,5.5,2.833333333333333,2.6666666666666656,2.6666666666666656,0.2509803921568627
difficulty_2,Group_3,Group_3,19,2.3684210526315788,0.9122807017543858,0.8642659279778392,0.9551338658818385,0.8642659279778392,16.421052631578945,0.04801477377654662,16.75,16.421052631578945,0.3289473684210536,0.3289473684210536,0.0014838556505223216
difficulty_2,Group_4,Group_4,4,2.0,0.6666666666666666,0.5,0.816496580927726,0.5,2.0,0.16666666666666666,3.0,2.0,1.0,1.0,0.2222222222222222
difficulty_2,Overall,all,34,2.5,0.803030303030303,0.7794117647058824,0.8961195807649239,0.7794117647058824,26.5,0.023618538324420676,26.5,26.5,0.0,0.0,0.0
difficulty_3,Male,A24,5,2.6,1.3000000000000003,1.0400000000000003,1.140175425099138,1.0400000000000003,5.200000000000001,0.26000000000000006,5.505190311418685,5.200000000000001,0.30519031141868513,0.30519031141868513,0.01956348150119776
difficulty_3,Female,U24,6,2.3333333333333335,0.6666666666666666,0.5555555555555555,0.816496580927726,0.5555555555555555,3.333333333333333,0.1111111111111111,3.335640138408305,3.333333333333333,0.0023068050749711485,0.0023068050749711485,0.0001845444059976919
difficulty_3,Group_3,Group_3,19,2.263157894736842,1.4269005847953216,1.3518005540166205,1.1945294407402949,1.3518005540166205,25.684210526315788,0.07510003077870113,25.83737024221453,25.684210526315788,0.15315971589874391,0.15315971589874391,0.00044171745629570955
difficulty_3,Group_4,Group_4,4,2.5,0.3333333333333333,0.25,0.5773502691896257,0.25,1.0,0.08333333333333333,1.0865051903114187,1.0,0.0865051903114186,0.0865051903114186,0.03844675124951937
difficulty_3,Overall,all,34,2.3529411764705883,1.0837789661319073,1.0519031141868513,1.0410470527944005,1.0519031141868513,35.76470588235294,0.0318758519450561,35.76470588235294,35.76470588235294,0.0,0.0,0.0
difficulty_4,Male,A24,5,2.6,0.8,0.64,0.8944271909999159,0.64,3.2,0.16,3.25,3.2,0.050000000000000086,0.050000000000000086,0.005208333333333342
difficulty_4,Female,U24,6,2.6666666666666665,0.6666666666666666,0.5555555555555555,0.816496580927726,0.5555555555555555,3.333333333333333,0.1111111111111111,3.5,3.333333333333333,0.16666666666666635,0.16666666666666635,0.01333333333333331
difficulty_4,Group_3,Group_3,19,2.4210526315789473,1.2573099415204678,1.1911357340720221,1.1212983285105118,1.1911357340720221,22.63157894736842,0.06617420744844567,22.75,22.63157894736842,0.11842105263157902,0.11842105263157902,0.00038759689922480647
difficulty_4,Group_4,Group_4,4,2.5,0.3333333333333333,0.25,0.5773502691896257,0.25,1.0,0.08333333333333333,1.0,1.0,0.0,0.0,0.0
difficulty_4,Overall,all,34,2.5,0.9242424242424242,0.8970588235294118,0.9613752775282003,0.8970588235294118,30.5,0.027183600713012478,30.5,30.5,0.0,0.0,0.0
ALL,Male_A24,Group_1,5,3.4,0.3,0.24,0.5477225575051661,0.24,1.2,0.06,4.938581314878894,1.2,3.738581314878893,3.738581314878893,0.8198643234383538
ALL,Male_A24,Group_1,5,2.8,0.7,0.5599999999999999,0.8366600265340756,0.5599999999999999,2.8,0.13999999999999999,3.150346020761246,2.8,0.35034602076124555,0.35034602076124555,0.03292725759034263
ALL,Male_A24,Group_1,5,2.6,0.3,0.24,0.5477225575051661,0.24,1.2,0.06,1.2209342560553633,1.2,0.020934256055363462,0.020934256055363462,0.004590845626176198
ALL,Male_A24,Group_1,5,2.6,1.3000000000000003,1.0400000000000003,1.140175425099138,1.0400000000000003,5.200000000000001,0.26000000000000006,5.220934256055363,5.200000000000001,0.020934256055363462,0.020934256055363462,0.0010594259137329685
ALL,Male_A24,Group_1,5,2.6,0.8,0.64,0.8944271909999159,0.64,3.2,0.16,3.2209342560553633,3.2,0.020934256055363462,0.020934256055363462,0.0017215671098160742
ALL,Female_A24,Group_2,6,2.5,0.7,0.5833333333333334,0.8366600265340756,0.5833333333333334,3.5,0.11666666666666665,3.5074740484429063,3.5,0.007474048442906522,0.007474048442906522,0.000449566823633475
ALL,Female_A24,Group_2,6,2.1666666666666665,0.5666666666666667,0.47222222222222215,0.752772652709081,0.47222222222222215,2.833333333333333,0.09444444444444444,3.6486505190311407,2.833333333333333,0.8153171856978086,0.8153171856978086,0.06058084351934183
