Column,Group,Subgroup,N,Mean,SAMPLE,POPULATION,STD,MSE,SS,TUKEY,SST,SSE,SSA,ALT_SSA,ALT_FTEST
difficulty_5,Male,A24,5,2.2,0.7,0.5599999999999999,0.8366600265340756,0.5599999999999999,2.8,0.13999999999999999,2.9169550173010386,2.8,0.11695501730103791,0.11695501730103791,0.013923216345361656
difficulty_5,Female,A24,6,2.5,1.1,0.9166666666666666,1.0488088481701516,0.9166666666666666,5.5,0.18333333333333335,5.629757785467128,5.5,0.1297577854671279,0.1297577854671279,0.006291286568103171
difficulty_5,Male,U24,19,2.3157894736842106,1.1169590643274856,1.0581717451523547,1.0568628408301077,1.0581717451523547,20.10526315789474,0.058787319175130824,20.131487889273362,20.10526315789474,0.02622473137861954,0.02622473137861954,9.66201078521953e-05
difficulty_5,Female,U24,4,2.5,0.3333333333333333,0.25,0.5773502691896257,0.25,1.0,0.08333333333333333,1.0865051903114187,1.0,0.0865051903114186,0.0865051903114186,0.03844675124951937
difficulty_5,Overall,all,34,2.3529411764705883,0.9019607843137256,0.8754325259515572,0.9497161598676341,0.8754325259515572,29.764705882352946,0.026528258362168402,29.764705882352946,29.764705882352946,0.0,0.0,0.0
difficulty_6,Male,A24,5,1.8,0.2,0.16,0.4472135954999579,0.16,0.8,0.04,2.3287197231833914,0.8,1.5287197231833913,1.5287197231833913,0.636966551326413
difficulty_6,Female,A24,6,2.1666666666666665,0.5666666666666667,0.47222222222222215,0.752772652709081,0.47222222222222215,2.833333333333333,0.09444444444444444,3.0415224913494816,2.833333333333333,0.20818915801614812,0.20818915801614812,0.019594273695637474
difficulty_6,Male,U24,19,2.526315789473684,1.263157894736842,1.1966759002770082,1.1239029738980326,1.1966759002770082,22.736842105263158,0.06648199445983378,23.307958477508652,22.736842105263158,0.5711163722454912,0.5711163722454912,0.0018606328999767373
difficulty_6,Female,U24,4,2.5,1.0,0.75,1.0,0.75,3.0,0.25,3.086505190311419,3.0,0.0865051903114186,0.0865051903114186,0.012815583749839791
difficulty_6,Overall,all,34,2.3529411764705883,0.9625668449197862,0.9342560553633218,0.9811049102515929,0.9342560553633218,31.764705882352942,0.028310789556464298,31.764705882352942,31.764705882352942,0.0,0.0,0.0
difficulty_7,Male,A24,5,2.6,2.3000000000000003,1.8400000000000003,1.5165750888103102,1.8400000000000003,9.200000000000001,0.4600000000000001,9.25,9.200000000000001,0.050000000000000086,0.050000000000000086,0.0018115942028985536
difficulty_7,Female,A24,6,3.0,1.2,1.0,1.0954451150103321,1.0,6.0,0.19999999999999998,7.5,6.0,1.5,1.5,0.06666666666666667
difficulty_7,Male,U24,19,2.3684210526315788,0.8011695906432748,0.7590027700831024,0.8950807732508138,0.7590027700831024,14.421052631578945,0.042166820560172354,14.75,14.421052631578945,0.3289473684210536,0.3289473684210536,0.001689645850229797
difficulty_7,Female,U24,4,2.25,1.5833333333333333,1.1875,1.2583057392117916,1.1875,4.75,0.3958333333333333,5.0,4.75,0.25,0.25,0.023391812865497075
difficulty_7,Overall,all,34,2.5,1.106060606060606,1.0735294117647058,1.0516941599441378,1.0735294117647058,36.5,0.03253119429590018,36.5,36.5,0.0,0.0,0.0
difficulty_8,Male,A24,5,1.8,1.7000000000000002,1.36,1.3038404810405297,1.36,6.800000000000001,0.34,9.048442906574396,6.800000000000001,2.248442906574395,2.248442906574395,0.11021778953796052
difficulty_8,Female,A24,6,3.0,0.4,0.3333333333333333,0.6324555320336759,0.3333333333333333,2.0,0.06666666666666667,3.6816608996539792,2.0,1.6816608996539788,1.6816608996539788,0.22422145328719717
difficulty_8,Male,U24,19,2.5789473684210527,1.1461988304093567,1.0858725761772854,1.0706067580626215,1.0858725761772854,20.63157894736842,0.060326254232071407,20.854671280276815,20.63157894736842,0.22309233290839522,0.22309233290839522,0.0008009739843649866
difficulty_8,Female,U24,4,2.0,0.6666666666666666,0.5,0.816496580927726,0.5,2.0,0.16666666666666666,2.885813148788928,2.0,0.8858131487889277,0.8858131487889277,0.1968473663975395
difficulty_8,Overall,all,34,2.4705882352941178,1.1051693404634584,1.0726643598615921,1.0512703460401889,1.0726643598615921,36.47058823529413,0.03250498060186642,36.47058823529413,36.47058823529413,0.0,0.0,0.0
difficulty_9,Male,A24,5,2.2,0.19999999999999998,0.15999999999999998,0.4472135954999579,0.15999999999999998,0.7999999999999999,0.039999999999999994,0.8001730103806228,0.7999999999999999,0.00017301038062283612,0.00017301038062283612,7.208765859284839e-05
difficulty_9,Female,A24,6,2.8333333333333335,0.9666666666666666,0.8055555555555555,0.983192080250175,0.8055555555555555,4.833333333333333,0.1611111111111111,7.195501730103806,4.833333333333333,2.362168396770473,2.362168396770473,0.1303265322356123
difficulty_9,Male,U24,19,2.0526315789473686,1.0526315789473684,0.9972299168975068,1.025978352085154,0.9972299168975068,18.94736842105263,0.055401662049861494,19.393598615916957,18.94736842105263,0.4462301948643234,0.4462301948643234,0.0017445213379469436
difficulty_9,Female,U24,4,2.0,0.6666666666666666,0.5,0.816496580927726,0.5,2.0,0.16666666666666666,2.169550173010381,2.0,0.1695501730103809,0.1695501730103809,0.037677816224529086
difficulty_9,Overall,all,34,2.2058823529411766,0.8957219251336899,0.8693771626297577,0.9464258687999234,0.8693771626297577,29.558823529411764,0.026344762503932057,29.558823529411764,29.558823529411764,0.0,0.0,0.0
ALL,Male_A24,Group_1,5,2.2,0.7,0.5599999999999999,0.8366600265340756,0.5599999999999999,2.8,0.13999999999999999,2.955709342560554,2.8,0.1557093425605533,0.1557093425605533,0.01463433670681892
ALL,Male_A24,Group_1,5,1.8,0.2,0.16,0.4472135954999579,0.16,0.8,0.04,2.4615916955017303,0.8,1.6615916955017298,1.6615916955017298,0.546576215625569
ALL,Male_A24,Group_1,5,2.6,2.3000000000000003,1.8400000000000003,1.5165750888103102,1.8400000000000003,9.200000000000001,0.4600000000000001,9.449826989619378,9.200000000000001,0.24982698961937738,0.24982698961937738,0.007146080938769376
ALL,Male_A24,Group_1,5,1.8,1.7000000000000002,1.36,1.3038404810405297,1.36,6.800000000000001,0.34,8.461591695501731,6.800000000000001,1.6615916955017298,1.6615916955017298,0.06430308419124342
ALL,Male_A24,Group_1,5,2.2,0.19999999999999998,0.15999999999999998,0.4472135954999579,0.15999999999999998,0.7999999999999999,0.039999999999999994,0.9557093425605536,0.7999999999999999,0.1557093425605533,0.1557093425605533,0.05122017847386623
ALL,Female_A24,Group_2,6,2.5,1.1,0.9166666666666666,1.0488088481701516,0.9166666666666666,5.5,0.18333333333333335,5.591557093425606,5.5,0.09155709342560554,0.09155709342560554,0.0035045777387791594
ALL,Female_A24,Group_2,6,2.1666666666666665,0.5666666666666667,0.47222222222222215,0.752772652709081,0.47222222222222215,2.833333333333333,0.09444444444444444,3.0974394463667823,2.833333333333333,0.26410611303344905,0.26410611303344905,0.01962398363096835
ALL,Female_A24,Group_2,6,3.0,1.2,1.0,1.0954451150103321,1.0,6.0,0.19999999999999998,8.332733564013841,6.0,2.3327335640138407,2.3327335640138407,0.08185030049171371
ALL,Female_A24,Group_2,6,3.0,0.4,0.3333333333333333,0.6324555320336759,0.3333333333333333,2.0,0.06666666666666667,4.332733564013841,2.0,2.3327335640138407,2.3327335640138407,0.24555090147514114
ALL,Female_A24,Group_2,6,2.8333333333333335,0.9666666666666666,0.8055555555555555,0.983192080250175,0.8055555555555555,4.833333333333333,0.1611111111111111,6.085674740484429,4.833333333333333,1.2523414071510965,1.2523414071510965,0.05454844604650875
ALL,Male_U24,Group_3,19,2.3157894736842106,1.1169590643274856,1.0581717451523547,1.0568628408301077,1.0581717451523547,20.10526315789474,0.058787319175130824,20.175224913494812,20.10526315789474,0.06996175560007262,0.06996175560007262,0.00020349550785361432
ALL,Male_U24,Group_3,19,2.526315789473684,1.263157894736842,1.1966759002770082,1.1239029738980326,1.1966759002770082,22.736842105263158,0.06648199445983378,23.163460207612456,22.736842105263158,0.4266181023492981,0.4266181023492981,0.001097268781762598
ALL,Male_U24,Group_3,19,2.3684210526315788,0.8011695906432748,0.7590027700831024,0.8950807732508138,0.7590027700831024,14.421052631578945,0.042166820560172354,14.422283737024223,14.421052631578945,0.0012311054452741404,0.0012311054452741404,4.992317296326604e-06
ALL,Male_U24,Group_3,19,2.5789473684210527,1.1461988304093567,1.0858725761772854,1.0706067580626215,1.0858725761772854,20.63157894736842,0.060326254232071407,21.41051903114187,20.63157894736842,0.7789400837734477,0.7789400837734477,0.002207880056047187
ALL,Male_U24,Group_3,19,2.0526315789473686,1.0526315789473684,0.9972299168975068,1.025978352085154,0.9972299168975068,18.94736842105263,0.055401662049861494,20.939930795847754,18.94736842105263,1.992562374795117,1.992562374795117,0.006149883872824436
ALL,Female_U24,Group_4,4,2.5,0.3333333333333333,0.25,0.5773502691896257,0.25,1.0,0.08333333333333333,1.061038062283737,1.0,0.06103806228373703,0.06103806228373703,0.021416863959205973
ALL,Female_U24,Group_4,4,2.5,1.0,0.75,1.0,0.75,3.0,0.25,3.061038062283737,3.0,0.06103806228373703,0.06103806228373703,0.007138954653068659
ALL,Female_U24,Group_4,4,2.25,1.5833333333333333,1.1875,1.2583057392117916,1.1875,4.75,0.3958333333333333,4.813979238754325,4.75,0.06397923875432525,0.06397923875432525,0.004726074884899373
ALL,Female_U24,Group_4,4,2.0,0.6666666666666666,0.5,0.816496580927726,0.5,2.0,0.16666666666666666,2.5669204152249137,2.0,0.5669204152249134,0.5669204152249134,0.09945972196928304
ALL,Female_U24,Group_4,4,2.0,0.6666666666666666,0.5,0.816496580927726,0.5,2.0,0.16666666666666666,2.5669204152249137,2.0,0.5669204152249134,0.5669204152249134,0.09945972196928304
ALL,Overall,all,170,2.376470588235294,0.9816916115558649,0.975916955017301,0.9908035181386191,0.975916955017301,165.90588235294118,0.005774656538563912,165.90588235294118,165.90588235294118,0.0,0.0,0.0
